TEAMNAME,SHORTNAME,STADIUM,CHANTS SLOT,FLAG SLOT,PL.NAME 1,NR 1,PL.NAME 2,NR 2,PL.NAME 3,NR 3,PL.NAME 4,NR 4,PL.NAME 5,NR 5,PL.NAME 6,NR 6,PL.NAME 7,NR 7,PL.NAME 8,NR 8,PL.NAME 9,NR 9,PL.NAME 10,NR 10,PL.NAME 11,NR 11,PL.NAME 12,NR 12,PL.NAME 13,NR 13,PL.NAME 14,NR 14,PL.NAME 15,NR 15,PL.NAME 16,NR 16,PL.NAME 17,NR 17,PL.NAME 18,NR 18,PL.NAME 19,NR 19,PL.NAME 20,NR 20,PL.NAME 21,NR 21,PL.NAME 22,NR 22,PL.NAME 23,NR 23,PL.NAME 24,NR 24,PL.NAME 25,NR 25,PL.NAME 26,NR 26,PL.NAME 27,NR 27,PL.NAME 28,NR 28,PL.NAME 29,NR 29,PL.NAME 30,NR 30,PL.NAME 31,NR 31,PL.NAME 32,NR 32,LONG FK,SHORT FK,FK2,CORNER L,CORNER R,PENALTY,CAPTAIN,CB OVERLAP,GO UP 1,GO UP 2,GO UP 3,F0 PL1 X/Y,F0 PL2 X/Y,F0 PL3 X/Y,F0 PL4 X/Y,F0 PL5 X/Y,F0 PL6 X/Y,F0 PL7 X/Y,F0 PL8 X/Y,F0 PL9 X/Y,F0 PL10 X/Y,F0 PL11 X/Y,F0 ROLE PL1,F0 ROLE PL2,F0 ROLE PL3,F0 ROLE PL4,F0 ROLE PL5,F0 ROLE PL6,F0 ROLE PL7,F0 ROLE PL8,F0 ROLE PL9,F0 ROLE PL10,F0 ROLE PL11,F0 ATTACK PL1,F0 ATTACK PL2,F0 ATTACK PL3,F0 ATTACK PL4,F0 ATTACK PL5,F0 ATTACK PL6,F0 ATTACK PL7,F0 ATTACK PL8,F0 ATTACK PL9,F0 ATTACK PL10,F0 ATTACK PL11,F0 DEFENCE PL1,F0 DEFENCE PL2,F0 DEFENCE PL3,F0 DEFENCE PL4,F0 DEFENCE PL5,F0 DEFENCE PL6,F0 DEFENCE PL7,F0 DEFENCE PL8,F0 DEFENCE PL9,F0 DEFENCE PL10,F0 DEFENCE PL11,FA PL1 X/Y,FA PL2 X/Y,FA PL3 X/Y,FA PL4 X/Y,FA PL5 X/Y,FA PL6 X/Y,FA PL7 X/Y,FA PL8 X/Y,FA PL9 X/Y,FA PL10 X/Y,FA PL11 X/Y,FA ROLE PL1,FA ROLE PL2,FA ROLE PL3,FA ROLE PL4,FA ROLE PL5,FA ROLE PL6,FA ROLE PL7,FA ROLE PL8,FA ROLE PL9,FA ROLE PL10,FA ROLE PL11,FA ATTACK PL1,FA ATTACK PL2,FA ATTACK PL3,FA ATTACK PL4,FA ATTACK PL5,FA ATTACK PL6,FA ATTACK PL7,FA ATTACK PL8,FA ATTACK PL9,FA ATTACK PL10,FA ATTACK PL11,FA DEFENCE PL1,FA DEFENCE PL2,FA DEFENCE PL3,FA DEFENCE PL4,FA DEFENCE PL5,FA DEFENCE PL6,FA DEFENCE PL7,FA DEFENCE PL8,FA DEFENCE PL9,FA DEFENCE PL10,FA DEFENCE PL11,FB PL1 X/Y,FB PL2 X/Y,FB PL3 X/Y,FB PL4 X/Y,FB PL5 X/Y,FB PL6 X/Y,FB PL7 X/Y,FB PL8 X/Y,FB PL9 X/Y,FB PL10 X/Y,FB PL11 X/Y,FB ROLE PL1,FB ROLE PL2,FB ROLE PL3,FB ROLE PL4,FB ROLE PL5,FB ROLE PL6,FB ROLE PL7,FB ROLE PL8,FB ROLE PL9,FB ROLE PL10,FB ROLE PL11,FB ATTACK PL1,FB ATTACK PL2,FB ATTACK PL3,FB ATTACK PL4,FB ATTACK PL5,FB ATTACK PL6,FB ATTACK PL7,FB ATTACK PL8,FB ATTACK PL9,FB ATTACK PL10,FB ATTACK PL11,FB DEFENCE PL1,FB DEFENCE PL2,FB DEFENCE PL3,FB DEFENCE PL4,FB DEFENCE PL5,FB DEFENCE PL6,FB DEFENCE PL7,FB DEFENCE PL8,FB DEFENCE PL9,FB DEFENCE PL10,FB DEFENCE PL11,ORD 1,ORD 2,ORD 3,ORD 4,ORD 5,ORD 6,ORD 7,ORD 8,ORD 9,ORD 10,ORD 11,ORD 12,ORD 13,ORD 14,ORD 15,ORD 16,ORD 17,ORD 18,ORD 19,ORD 20,ORD 21,ORD 22,ORD 23,ORD 24,ORD 25,ORD 26,ORD 27,ORD 28,ORD 29,ORD 30,ORD 31,ORD 32,F0 AD CARD1,F0 AD CARD2,F0 AD CARD3,F0 AD CARD4,F0 AD CARD5,F0 AD CARD6,F0 AD CARD7,F0 AD CARD8,F0 AD CARD9,F0 AD CARD10,F0 AD CARD11,F0 TS PLAYER SUPP,F0 TS SUPP RANGE,F0 TS POS SWITCH,F0 TS ATT STYLE,F0 TS PRESSING,F0 TS DEF LINE,F0 TS COMPACTNESS,F0 TS DEF STRATEGY,FA AD CARD1,FA AD CARD2,FA AD CARD3,FA AD CARD4,FA AD CARD5,FA AD CARD6,FA AD CARD7,FA AD CARD8,FA AD CARD9,FA AD CARD10,FA AD CARD11,FA TS PLAYER SUPP,FA TS SUPP RANGE,FA TS POS SWITCH,FA TS ATT STYLE,FA TS PRESSING,FA TS DEF LINE,FA TS COMPACTNESS,FA TS DEF STRATEGY,FB AD CARD1,FB AD CARD2,FB AD CARD3,FB AD CARD4,FB AD CARD5,FB AD CARD6,FB AD CARD7,FB AD CARD8,FB AD CARD9,FB AD CARD10,FB AD CARD11,FB TS PLAYER SUPP,FB TS SUPP RANGE,FB TS POS SWITCH,FB TS ATT STYLE,FB TS PRESSING,FB TS DEF LINE,FB TS COMPACTNESS,FB TS DEF STRATEGY,TEAMNAME 1,TEAMNAME 2,TEAMNAME 3,TEAMNAME 4,TEAMNAME 5,TEAMNAME 6,TEAMNAME 7,TEAMNAME 8,TEAMNAME 9,TEAMNAME 10,TEAMNAME 11,TEAMNAME 12,TEAMNAME 13,TEAMNAME 14,TEAMNAME 15,TEAMNAME 16,TEAMNAME 17,TEAMNAME 18,TEAMNAME 19,TEAMNAME 20,TACTICAL ASSISTANCE 1,TACTICAL ASSISTANCE 2,TACTICAL ASSISTANCE 3,P.TACTICS 1,P.TACTICS 2,P.TACTICS 3
贝拉马尔,BEM,4,16,187,RUI REGO,1,TONEL,13,HUGO,5,PEDRO MOREIRA,18,HELDER LOPES,22,RUI SAMPAIO,2,DIAS,27,RUBEN RIBEIRO,7,NILDO PETROLINA,16,SERGINHO,10,YAZALDE,24,JONAS MENDES,12,NUNO LOPES,20,JAIME,14,FLEURIVAL,6,BALBOA,21,DANI ABALO,8,ANDRE SOUSA,28,FELIPE DESCO,26,BATATINHA,11,CAMARA,30,SALEH JAVIER,15,TOZE MARRECO,25,BRUNO JORGE,17,,255,,255,,255,,255,,255,,255,,255,,255,8,4,8,4,4,10,2,255,255,255,255,-,11x64,11x40,12x89,14x11,24x61,21x42,34x85,29x15,32x52,42x51,0,7,1,9,8,14,10,23,22,26,38,0,16,16,0,16,24,0,96,36,68,40,1,1,1,1,2,1,0,2,1,2,0,-,11x64,11x40,12x89,14x11,24x61,21x42,34x85,29x15,32x52,42x51,0,7,1,9,8,14,10,23,22,26,38,0,16,16,0,16,24,0,96,36,68,40,1,1,1,1,2,1,0,2,1,2,0,-,11x64,11x40,12x89,14x11,24x61,21x42,34x85,29x15,32x52,42x51,0,7,1,9,8,14,10,23,22,26,38,0,16,16,0,16,24,0,96,36,68,40,1,1,1,1,2,1,0,2,1,2,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,13,14,14,8,13,14,13,0,2,2,2,2,2,2,2,2,2,2,2,13,14,14,8,13,14,13,0,2,2,2,2,2,2,2,2,2,2,2,13,14,14,8,13,14,13,0,Beira-Mar,BEFMAXAO,BEFMAXAO,BEFMAXAO,BEFMAXAO,比拉馬,BEFMAXAO,贝拉马尔,BEFMAXAO,BEFMAXAO,BEFMAXAO,BEFMAXAO,БЕФМАКСАО,ΜΠΕΦΜΑΞΑΟ,BEFMAXAO,BEFMAXAO,BEFMAXAO,BEFMAXAO,BEFMAXAO,BEFMAXAO,1,3,2,1,3,0
本菲卡,BEF,30,16,188,ARTUR,1,LUISAO,4,GARAY,24,PEREIRA,14,MELGAREJO,25,MATIC,21,SALVIO,18,GAITAN,20,PEREZ,35,LIMA,11,CARDOZO,7,PAULO LOPES,13,JARDEL,33,MIGUEL VITOR,27,ANDRE ALMEIDA,34,LUISINHO,5,URRETA,23,C. MARTINS,17,ANDRE GOMES,89,AIMAR,10,JOHN,15,RODRIGO,19,A. KARDEC,31,MICHAEL,39,JOAO CANCELO,50,,255,,255,,255,,255,,255,,255,,255,7,10,7,7,6,10,1,255,255,255,255,-,12x63,12x41,14x91,14x10,21x47,34x89,30x15,29x57,42x60,41x42,0,7,1,9,8,12,23,22,26,40,36,0,16,16,16,16,16,24,24,40,0,68,1,1,1,1,1,0,1,1,1,2,2,-,12x63,12x41,14x91,14x10,21x47,34x89,30x15,29x57,42x60,41x42,0,7,1,9,8,12,23,22,26,40,36,0,16,16,16,16,16,24,24,40,0,68,1,1,1,1,1,0,1,1,1,2,2,-,12x63,12x41,14x91,14x10,21x47,34x89,30x15,29x57,42x60,41x42,0,7,1,9,8,12,23,22,26,40,36,0,16,16,16,16,16,24,24,40,0,68,1,1,1,1,1,0,1,1,1,2,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,15,15,15,8,15,15,11,0,2,2,2,2,2,2,2,2,2,2,2,15,15,15,8,15,15,11,0,2,2,2,2,2,2,2,2,2,2,2,15,15,15,8,15,15,11,0,Benfica,SL BENFICA,SL BENFICA,SL BENFICA,SL BENFICA,賓菲加,SL BENFICA,本菲卡,SL BENFICA,SL BENFICA,SL BENFICA,SL BENFICA,БЕНФИКА,ΜΠΕΝΦΙΚΑ,SL BENFICA,SL BENFICA,SL BENFICA,SL BENFICA,SL BENFICA,SL BENFICA,1,3,2,3,2,0
布拉加,BRG,10,16,189,QUIM,1,HAAS,3,SASSO,2,LEANDRO SALINO,25,ELDERSON,20,CUSTODIO,27,HUGO VIANA,45,ALAN,30,AMORIM,5,MOSSORO,8,EDER,17,CRISTIANO,23,DOUGLAO,44,NUNO ANDRE,4,BAIANO,15,RAFA GOMEZ,6,DJAMAL,22,VINICIUS,26,JOAO PEDRO,7,RUBEN,14,HELDER BARBOSA,10,CARLAO,83,RABIOLA,19,KRITSYUK,24,DIOGO,68,MAURO,63,NUNO VALENTE,50,CARLOS EDUARDO,79,GUILHERME,40,MANOEL,99,ZE LUIS,29,,255,6,6,7,6,6,9,7,255,255,255,255,-,12x62,12x41,13x90,14x12,21x60,25x37,32x86,30x18,33x51,43x50,0,7,1,9,8,12,19,23,22,26,38,0,0,16,17,16,16,16,48,20,40,16,1,1,0,0,2,0,1,1,0,1,2,-,12x62,12x41,13x90,14x12,21x60,25x37,32x86,30x18,33x51,43x50,0,7,1,9,8,12,19,23,22,26,38,0,0,16,17,16,16,16,48,20,40,16,1,1,0,0,2,0,1,1,0,1,2,-,12x62,12x41,13x90,14x12,21x60,25x37,32x86,30x18,33x51,43x50,0,7,1,9,8,12,19,23,22,26,38,0,0,16,17,16,16,16,48,20,40,16,1,1,0,0,2,0,1,1,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,13,13,15,7,11,11,12,0,2,2,2,2,2,2,2,2,2,2,2,13,13,15,7,11,11,12,0,2,2,2,2,2,2,2,2,2,2,2,13,13,15,7,11,11,12,0,Sporting Braga,S.C. BRAGA,S.C. BRAGA,S.C. BRAGA,S.C. BRAGA,布拉加,S.C. BRAGA,布拉加,S.C. BRAGA,S.C. BRAGA,S.C. BRAGA,S.C. BRAGA,БРАГА,ΜΠΡΑΓΚΑ,S.C. BRAGA,S.C. BRAGA,S.C. BRAGA,S.C. BRAGA,S.C. BRAGA,S.C. BRAGA,1,3,2,3,1,0
伊斯托里尔,EST,16,16,190,WAGNER,1,STEVEN VITORIA,19,BRUNO MIGUEL,27,ANDERSON LUIZ,5,JEFFERSON,4,GONCALO,13,JOAO COIMBRA,23,EVANDRO,15,CARLITOS,70,LICA,88,LUIS LEAL,9,RENAN,22,TAVARES,3,JOAO PEDRO,14,MANO,12,TIAGO,6,HUGO LEAL,20,ELISEU,7,DIOGO AMADO,25,C. EDUARDO,30,GERSO,10,TONY TAYLOR,77,JOAO PAULO,8,MARIO MATOS,18,DIEGUINHO,45,,255,,255,,255,,255,,255,,255,,255,7,1,4,7,7,1,1,255,255,255,255,-,9x63,9x41,13x93,14x11,20x52,27x64,29x41,36x89,40x20,43x53,0,7,1,9,8,12,21,17,30,29,38,0,16,16,16,16,0,48,48,96,20,1,1,1,1,1,2,0,1,1,1,2,2,-,9x63,9x41,13x93,14x11,20x52,27x64,29x41,36x89,40x20,43x53,0,7,1,9,8,12,21,17,30,29,38,0,16,16,16,16,0,48,48,96,20,1,1,1,1,1,2,0,1,1,1,2,2,-,9x63,9x41,13x93,14x11,20x52,27x64,29x41,36x89,40x20,43x53,0,7,1,9,8,12,21,17,30,29,38,0,16,16,16,16,0,48,48,96,20,1,1,1,1,1,2,0,1,1,1,2,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,15,10,9,6,9,9,11,0,2,2,2,2,2,2,2,2,2,2,2,15,10,9,6,9,9,11,0,2,2,2,2,2,2,2,2,2,2,2,15,10,9,6,9,9,11,0,Estoril,ESTRALPAO,ESTRALPAO,ESTRALPAO,ESTRALPAO,艾斯杜尼,ESTRALPAO,伊斯托里尔,ESTRALPAO,ESTRALPAO,ESTRALPAO,ESTRALPAO,ЭШТРАЛПО,ΕΣΤΡΑΛΠΑΟ,ESTRALPAO,ESTRALPAO,ESTRALPAO,ESTRALPAO,ESTRALPAO,ESTRALPAO,1,3,2,1,0,0
吉维森特,GVI,2,16,191,A. FACCHINI,1,HALISSON,33,CLAUDIO,44,EDER SCIOLA,20,VITOR VINHA,19,LUIS MANUEL,66,ANDRE CUNHA,10,C. PEIXOTO,25,PAULO JORGE,81,LUIS MARTINS,5,HUGO VIEIRA,70,MURTA,79,SANDRO,4,PECKS,23,DANIEL,6,JOAO PEDRO,3,LUCIANO,83,TIERRO,80,VALDINHO,11,LUIS CARLOS,58,YERO,15,CHECHO,9,BRITO,13,LUCIO,90,PAULO ARANTES,27,ELIZIO,22,LUAN,8,DJALMA,28,RAMAZOTTI,99,,255,,255,,255,7,7,6,7,7,10,6,255,255,255,255,-,10x63,10x40,11x90,13x13,20x52,27x66,24x36,37x85,37x14,41x50,0,7,1,9,8,12,21,17,30,29,38,0,0,16,0,16,0,48,48,96,16,33,1,1,1,0,0,0,1,1,0,0,1,-,10x63,10x40,11x90,13x13,20x52,27x66,24x36,37x85,37x14,41x50,0,7,1,9,8,12,21,17,30,29,38,0,0,16,0,16,0,48,48,96,16,33,1,1,1,0,0,0,1,1,0,0,1,-,10x63,10x40,11x90,13x13,20x52,27x66,24x36,37x85,37x14,41x50,0,7,1,9,8,12,21,17,30,29,38,0,0,16,0,16,0,48,48,96,16,33,1,1,1,0,0,0,1,1,0,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,12,13,12,9,10,9,9,0,2,2,2,2,2,2,2,2,2,2,2,12,13,12,9,10,9,9,0,2,2,2,2,2,2,2,2,2,2,2,12,13,12,9,10,9,9,0,Gil Vicente,GAVORENCE,GAVORENCE,GAVORENCE,GAVORENCE,基維辛迪,GAVORENCE,吉维森特,GAVORENCE,GAVORENCE,GAVORENCE,GAVORENCE,ЖАВОРЕНЦ,ΓΚΑΒΟΡΕΝΣΕ,GAVORENCE,GAVORENCE,GAVORENCE,GAVORENCE,GAVORENCE,GAVORENCE,1,3,2,1,0,0
马里迪莫,MAR,7,16,192,SALIN,77,ROBERGE,16,MARCIO,3,BRIGUEL,21,RUBEN FERREIRA,41,SERGIO MARAKIS,6,LUIS OLIM,18,DAVID SIMAO,90,SAMI,17,DANILO,30,FIDELIS,9,R. FERREIRA,37,IGOR,4,GUILHERME,44,RODRIGO ANTONIO,27,JOAO DIOGO,2,SEMEDO,7,R. MIRANDA,5,OLBERDAM,13,ARTUR,84,HELDON,10,ADILSON,26,OBAYOMI,11,WELLINGTON LIMA,1,OLAYIWOLA,23,JOAO LUIZ,20,BRIGIDO,28,YTALO,33,H. J. SUK,91,JOAO VIEIRA,29,KUKULA,74,ABREU,8,9,9,7,9,7,8,3,255,255,255,255,-,10x62,10x42,11x87,12x11,22x61,23x42,30x52,40x89,37x19,40x54,0,7,1,9,8,14,10,26,30,29,38,0,0,0,0,16,16,32,80,24,6,16,1,1,1,0,0,1,1,1,2,1,1,-,10x62,10x42,11x87,12x11,22x61,23x42,30x52,40x89,37x19,40x54,0,7,1,9,8,14,10,26,30,29,38,0,0,0,0,16,16,32,80,24,6,16,1,1,1,0,0,1,1,1,2,1,1,-,10x62,10x42,11x87,12x11,22x61,23x42,30x52,40x89,37x19,40x54,0,7,1,9,8,14,10,26,30,29,38,0,0,0,0,16,16,32,80,24,6,16,1,1,1,0,0,1,1,1,2,1,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,14,10,7,4,12,11,12,0,2,2,2,2,2,2,2,2,2,2,2,14,10,7,4,12,11,12,0,2,2,2,2,2,2,2,2,2,2,2,14,10,7,4,12,11,12,0,Marítimo,MASEADEIRA,MASEADEIRA,MASEADEIRA,MASEADEIRA,馬里迪莫,MASEADEIRA,马里迪莫,MASEADEIRA,MASEADEIRA,MASEADEIRA,MASEADEIRA,МАСЭДЕЙРА,ΜΑΣΕΑΝΤΕ?ΡΑ,MASEADEIRA,MASEADEIRA,MASEADEIRA,MASEADEIRA,MASEADEIRA,MASEADEIRA,1,3,2,1,0,0
莫拉伦塞,MOR,2,16,193,RICARDO RIBEIRO,1,DIEGO GAUCHO,33,ANILTON,3,R. PESSOA,5,ANNAN,14,VINICIUS,15,JULIO CESAR,88,RENATINHO,22,ZURA,27,PINTASSILGO,17,GHILAS,11,RICARDO ANDRADE,25,NILSON,4,R. FERNANDES,23,ANIBAL,80,PAULINHO,2,AUGUSTO,24,CASTOLO,8,TALES,29,FABIO ESPINHO,10,F. GONCALVES,6,WAGNER,28,RAFAEL LOPES,9,FERREIRA,12,RUI SANTOS,30,BOYOM,44,KINKELA,19,BELLAID,21,PABLO OLIVERA,7,JO,20,,255,,255,3,9,3,3,6,10,9,255,255,255,255,-,10x63,10x41,12x90,12x12,19x58,28x64,24x42,31x89,29x18,41x52,0,7,1,9,8,12,21,17,23,22,38,0,16,16,16,16,0,17,48,16,68,68,1,1,1,1,0,0,2,1,1,0,2,-,10x63,10x41,12x90,12x12,19x58,28x64,24x42,31x89,29x18,41x52,0,7,1,9,8,12,21,17,23,22,38,0,16,16,16,16,0,17,48,16,68,68,1,1,1,1,0,0,2,1,1,0,2,-,10x63,10x41,12x90,12x12,19x58,28x64,24x42,31x89,29x18,41x52,0,7,1,9,8,12,21,17,23,22,38,0,16,16,16,16,0,17,48,16,68,68,1,1,1,1,0,0,2,1,1,0,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,11,11,8,10,11,10,13,0,2,2,2,2,2,2,2,2,2,2,2,11,11,8,10,11,10,13,0,2,2,2,2,2,2,2,2,2,2,2,11,11,8,10,11,10,13,0,Moreirense,MERASZILHO,MERASZILHO,MERASZILHO,MERASZILHO,摩里倫斯,MERASZILHO,莫拉伦塞,MERASZILHO,MERASZILHO,MERASZILHO,MERASZILHO,МЕРАЖИЛО,ΜΕΡΑΖΙΛΙΟ,MERASZILHO,MERASZILHO,MERASZILHO,MERASZILHO,MERASZILHO,MERASZILHO,1,3,2,1,4,0
国民队,NAC,8,16,194,EDUARDO,12,M. RODRIGUES,30,MEXER,4,JOAO AURELIO,2,MARCAL,5,DA COSTA,3,CLAUDEMIR,14,MORENO,6,CANDEIAS,11,M. RONDON,19,KEITA,99,GILJEN,1,REVSON,44,DIOGO COELHO,33,NUNO CAMPOS,31,JOTA,15,EDGAR ABREU,81,SKOLNIK,8,D. BARCELLOS,10,MATEUS,9,MIHELIC,7,BRUNO MOREIRA,90,EDGAR,17,RUI SILVA,24,R. BATISTA,42,ALY GHAZAL,27,DAVID CRESPO,50,,255,,255,,255,,255,,255,6,6,4,6,6,9,7,255,255,255,255,-,10x63,10x41,14x90,14x9,18x52,26x65,23x35,37x82,36x18,41x50,0,7,1,9,8,12,21,17,30,29,38,0,0,0,16,16,0,0,16,80,12,0,1,1,1,2,2,0,1,0,2,1,2,-,10x63,10x41,14x90,14x9,18x52,26x65,23x35,37x82,36x18,41x50,0,7,1,9,8,12,21,17,30,29,38,0,0,0,16,16,0,0,16,80,12,0,1,1,1,2,2,0,1,0,2,1,2,-,10x63,10x41,14x90,14x9,18x52,26x65,23x35,37x82,36x18,41x50,0,7,1,9,8,12,21,17,30,29,38,0,0,0,16,16,0,0,16,80,12,0,1,1,1,2,2,0,1,0,2,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,11,11,8,10,11,11,12,0,2,2,2,2,2,2,2,2,2,2,2,11,11,8,10,11,11,12,0,2,2,2,2,2,2,2,2,2,2,2,11,11,8,10,11,11,12,0,Nacional,NARDIMCOL,NARDIMCOL,NARDIMCOL,NARDIMCOL,國民隊,NARDIMCOL,国民队,NARDIMCOL,NARDIMCOL,NARDIMCOL,NARDIMCOL,НАРДИМКОЛЬ,ΝΑΡΤΙΜΚΟΛ,NARDIMCOL,NARDIMCOL,NARDIMCOL,NARDIMCOL,NARDIMCOL,NARDIMCOL,1,3,2,2,4,0
欧汉尼斯,OLH,17,16,195,RICARDO,76,ANDRE MICAEL,3,MAURICIO,5,NUNO REIS,4,BABANCO,55,VASCO,33,TIAGO TERROSO,8,TARGINO,96,EVANDRO BRANDAO,47,RUI DUARTE,16,YONTCHA,9,BRACALI,81,VERISSIMO,1,LUIS FILIPE,21,DONOFRIO,26,FERNANDO A.,65,JANDER,11,DAVID SILVA,7,IVANILDO,10,N. PILOTO,6,LIBAN ABDI,14,DJANINY,19,DJALMIR,99,LUCAS,77,CUCO,52,ZAHAVI,20,NUNO SILVA,23,SITOE,22,PEDRO PAZ,92,THALLES,28,BETINHO,94,PEPE,24,9,9,7,9,9,7,9,255,255,255,255,-,9x63,9x42,13x91,13x10,19x60,22x43,34x82,32x15,29x52,40x52,0,7,1,9,8,12,19,23,22,26,38,0,0,0,16,16,0,16,72,16,68,17,1,1,1,1,1,0,1,2,2,1,2,-,9x63,9x42,13x91,13x10,19x60,22x43,34x82,32x15,29x52,40x52,0,7,1,9,8,12,19,23,22,26,38,0,0,0,16,16,0,16,72,16,68,17,1,1,1,1,1,0,1,2,2,1,2,-,9x63,9x42,13x91,13x10,19x60,22x43,34x82,32x15,29x52,40x52,0,7,1,9,8,12,19,23,22,26,38,0,0,0,16,16,0,16,72,16,68,17,1,1,1,1,1,0,1,2,2,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,13,12,12,7,12,11,11,0,2,2,2,2,2,2,2,2,2,2,2,13,12,12,7,12,11,11,0,2,2,2,2,2,2,2,2,2,2,2,13,12,12,7,12,11,11,0,Olhanense,OSQUANCHA,OSQUANCHA,OSQUANCHA,OSQUANCHA,奧漢倫斯,OSQUANCHA,欧汉尼斯,OSQUANCHA,OSQUANCHA,OSQUANCHA,OSQUANCHA,ОСКВАНЧА,ΟΣΚΟΥΑΝΤΣΑ,OSQUANCHA,OSQUANCHA,OSQUANCHA,OSQUANCHA,OSQUANCHA,OSQUANCHA,1,3,2,2,3,0
帕科斯费雷拉,FER,20,16,196,CASSIO,1,TIAGO VALENTE,2,RICARDO,19,DIOGO FIGUEIRAS,23,PAULO LOUREIRO,77,LUIZ CARLOS,10,LEAO,8,HURTADO,16,JOSUE,7,VITOR,6,CICERO,9,ANTONIO FILIPE,45,COHENE,5,AL HAFITH,32,NUNO SANTOS,17,TONY,80,LUIS SOUSA,3,ANUNCIACAO,96,M. JOSE,81,CAETANO,11,VINICIO ANGULO,33,JAIME POULSON,14,CHRISTIAN,25,FREITAS,24,PEDRO GUEDES,12,ZE VALENTE,90,DUARTE DUARTE,20,,255,,255,,255,,255,,255,8,8,9,9,8,9,2,255,255,255,255,-,11x65,11x39,12x94,14x11,23x62,22x44,28x90,28x21,32x54,42x53,0,7,1,9,8,14,10,23,22,26,38,0,0,0,16,16,24,16,24,12,36,17,1,1,0,0,1,1,0,1,1,1,1,-,11x65,11x39,12x94,14x11,23x62,22x44,28x90,28x21,32x54,42x53,0,7,1,9,8,14,10,23,22,26,38,0,0,0,16,16,24,16,24,12,36,17,1,1,0,0,1,1,0,1,1,1,1,-,11x65,11x39,12x94,14x11,23x62,22x44,28x90,28x21,32x54,42x53,0,7,1,9,8,14,10,23,22,26,38,0,0,0,16,16,24,16,24,12,36,17,1,1,0,0,1,1,0,1,1,1,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,14,15,14,10,13,12,13,0,2,2,2,2,2,2,2,2,2,2,2,14,15,14,10,13,12,13,0,2,2,2,2,2,2,2,2,2,2,2,14,15,14,10,13,12,13,0,Pa?os de Ferreira,PODEFTEZA,PODEFTEZA,PODEFTEZA,PODEFTEZA,費利拿,PODEFTEZA,帕科斯费雷拉,PODEFTEZA,PODEFTEZA,PODEFTEZA,PODEFTEZA,ПОДЕФТЕЗА,ΠΟΝΤΕΦΤΕΖΑ,PODEFTEZA,PODEFTEZA,PODEFTEZA,PODEFTEZA,PODEFTEZA,PODEFTEZA,1,3,2,3,1,0
